"test.files","selec","start","end","template","time","score"
"TASCAM_0666.wav",1,268.217581325837,269.217581325837,"ETC21_duplicated_master.wav-1164",268.717581325837,0.807556482355072
"TASCAM_0667.wav",1,259.857584562885,260.857584562885,"ETC21_duplicated_master.wav-1164",260.357584562885,0.706750024658956
"TASCAM_0672.wav",1,252.871980038059,253.871980038059,"ETC21_duplicated_master.wav-1164",253.371980038059,0.586810405604405
"TASCAM_0675.wav",1,263.769588703925,264.769588703925,"ETC21_duplicated_master.wav-1164",264.269588703925,0.671732784414916
"TASCAM_0677.wav",1,248.615973579447,249.615973579447,"ETC21_duplicated_master.wav-1164",249.115973579447,0.570167899329358
"TASCAM_0680.wav",1,258.587186731004,259.587186731004,"ETC21_duplicated_master.wav-1164",259.087186731004,0.520331860633668
"TASCAM_0682.wav",1,252.415987875573,253.415987875573,"ETC21_duplicated_master.wav-1164",252.915987875573,0.611591830690271
"TASCAM_0683.wav",1,256.273582859489,257.273582859489,"ETC21_duplicated_master.wav-1164",256.773582859489,0.677172885808701
"TASCAM_0684.wav",1,260.137585228177,261.137585228177,"ETC21_duplicated_master.wav-1164",260.637585228177,0.651746490487741
"TASCAM_0685.wav",1,257.684779759108,258.684779759108,"ETC21_duplicated_master.wav-1164",258.184779759108,0.650455263884464
"TASCAM_0686.wav",1,258.179185234535,259.179185234535,"ETC21_duplicated_master.wav-1164",258.679185234535,0.595268939215496
"TASCAM_0687.wav",1,257.190386598768,258.190386598768,"ETC21_duplicated_master.wav-1164",257.690386598768,0.697940910206688
"TASCAM_0688.wav",1,277.732771904102,278.732771904102,"ETC21_duplicated_master.wav-1164",278.232771904102,0.698512846460169
"TASCAM_0689.wav",1,260.212784935823,261.212784935823,"ETC21_duplicated_master.wav-1164",260.712784935823,0.612448232056345
"TASCAM_0690.wav",1,257.332787438295,258.332787438295,"ETC21_duplicated_master.wav-1164",257.832787438295,0.593685900892934
"TASCAM_0692.wav",1,258.751989940084,259.751989940084,"ETC21_duplicated_master.wav-1164",259.251989940084,0.562081553480845
"TASCAM_0693.wav",1,262.964792360217,263.964792360217,"ETC21_duplicated_master.wav-1164",263.464792360217,0.558954525640963
"TASCAM_0694.wav",1,253.076785718788,254.076785718788,"ETC21_duplicated_master.wav-1164",253.576785718788,0.698651684154831
"TASCAM_0696.wav",1,251.524791709002,252.524791709002,"ETC21_duplicated_master.wav-1164",252.024791709002,0.677279925393976
"TASCAM_0697.wav",1,253.419189476602,254.419189476602,"ETC21_duplicated_master.wav-1164",253.919189476602,0.583886501080114
"TASCAM_0698.wav",1,252.369587736827,253.369587736827,"ETC21_duplicated_master.wav-1164",252.869587736827,0.418803822060211
"TASCAM_0699.wav",1,246.039979176649,247.039979176649,"ETC21_duplicated_master.wav-1164",246.539979176649,0.428290953258188
"TASCAM_0700.wav",1,250.284788747468,251.284788747468,"ETC21_duplicated_master.wav-1164",250.784788747468,0.703766186005562
"TASCAM_0701.wav",1,252.081591362968,253.081591362968,"ETC21_duplicated_master.wav-1164",252.581591362968,0.531028640233297
"TASCAM_0702.wav",1,253.387193401521,254.387193401521,"ETC21_duplicated_master.wav-1164",253.887193401521,0.524406912482396
"TASCAM_0704.wav",1,269.62079056159,270.62079056159,"ETC21_duplicated_master.wav-1164",270.12079056159,0.525801026631817
"TASCAM_0706.wav",1,254.510380285746,255.510380285746,"ETC21_duplicated_master.wav-1164",255.010380285746,0.316410060272056
"ZOOM0036_Tr1.WAV",1,260.978365333528,261.978365333528,"ETC21_duplicated_master.wav-1164",261.478365333528,0.739794038845736
"ZOOM0037_Tr1.WAV",1,263.662585881266,264.662585881266,"ETC21_duplicated_master.wav-1164",264.162585881266,0.671737441048501
"ZOOM0039_Tr1.WAV",1,261.367142605443,262.367142605443,"ETC21_duplicated_master.wav-1164",261.867142605443,0.480401072449413
"ZOOM0040_Tr1.WAV",1,261.391180937508,262.391180937508,"ETC21_duplicated_master.wav-1164",261.891180937508,0.55958055146818
"ZOOM0041_Tr1.WAV",1,258.094863053142,259.094863053142,"ETC21_duplicated_master.wav-1164",258.594863053142,0.740436602527831
"ZOOM0042_Tr1.WAV",1,254.060243954626,255.060243954626,"ETC21_duplicated_master.wav-1164",254.560243954626,0.700402105034281
"ZOOM0043_Tr1.WAV",1,244.400784037559,245.400784037559,"ETC21_duplicated_master.wav-1164",244.900784037559,0.581156448469443
"ZOOM0044_Tr1.WAV",1,246.669581559917,247.669581559917,"ETC21_duplicated_master.wav-1164",247.169581559917,0.546806057113286
